FinishingPosition,Won,FractionalOdds,DecimalOdds,ResultStatus,RaceId,CourseId,CourseName,Off,HorseId,HorseName,WinProbability,Stake
3,False,7/4F,2.75,CompletedRace,925657,20,Fontwell,09/06/2026 15:30:00,4231705,Gata Ban IRE,0.29514682,0
4,False,5/2,3.5,CompletedRace,925656,20,Fontwell,09/06/2026 16:05:00,7191405,Ask A Sainte,0.36505577,2.59
1,True,4/7F,1.5714285714285714,CompletedRace,925654,20,Fontwell,09/06/2026 16:40:00,2984463,Midnight Jewel,0.32919127,3.61
5,False,36/5,8.2,CompletedRace,928187,211,Longchamp,09/06/2026 12:58:00,9194273,Vignelli,0.42773452,5
3,False,4/5F,1.8,CompletedRace,928190,211,Longchamp,09/06/2026 15:25:00,7395230,Gstaad GB,0.34730375,0
5,False,2/5F,1.4,CompletedRace,928191,211,Longchamp,09/06/2026 16:00:00,7643439,Benvenuto Cellini IRE,0.3724942,0
2,False,29/10,3.9,CompletedRace,928192,211,Longchamp,09/06/2026 16:35:00,5826747,Bay City Roller IRE,0.5563611,3.88
6,False,11/10F,2.1,CompletedRace,928116,416,Sha Tin,09/06/2026 09:15:00,5708876,Winning Ovation IRE,0.35040548,0
1,True,EvensF,2,CompletedRace,925880,2,Ascot,09/05/2026 13:40:00,8200991,Thunder Call,0.30038297,0
8,False,5/4F,2.25,CompletedRace,925879,2,Ascot,09/05/2026 14:10:00,8362122,Heyzoom IRE,0.2845316,0
4,False,9/4F,3.25,CompletedRace,925884,2,Ascot,09/05/2026 15:25:00,9189212,Kahin IRE,0.33373562,2.28
1,True,6/4F,2.5,CompletedRace,925869,23,Haydock,09/05/2026 13:55:00,9636455,First Law IRE,0.26295373,0
2,False,9/4F,3.25,CompletedRace,925866,23,Haydock,09/05/2026 14:30:00,8062546,Galilean Quality IRE,0.34572628,0
8,False,22/1,23,CompletedRace,925994,1079,Kempton (AW),09/05/2026 13:45:00,9340078,Golden Oasis,0.23727983,3.66
1,True,11/2,6.5,CompletedRace,925988,1079,Kempton (AW),09/05/2026 14:50:00,6270353,Pride Of Arras IRE,0.3382051,3.62
1,True,5/2,3.5,CompletedRace,925992,1079,Kempton (AW),09/05/2026 17:05:00,7020716,Naval Tribute,0.40215388,0.64
5,False,5/4F,2.25,CompletedRace,925999,1353,Newcastle (AW),09/05/2026 19:30:00,6604831,Criminal Shore IRE,0.3371595,4.95
2,False,7/1,8,CompletedRace,928107,1353,Newcastle (AW),09/05/2026 20:00:00,5776282,Anthropologist,0.24728875,1.69
2,False,11/8F,2.375,CompletedRace,925651,67,Stratford,09/05/2026 16:05:00,7191406,At The Oche IRE,0.34883836,0
2,False,100/30,4.333333333333334,CompletedRace,925648,67,Stratford,09/05/2026 16:40:00,5831364,King's Scholar IRE,0.33955836,0
5,False,8/1,9,CompletedRace,925647,67,Stratford,09/05/2026 17:45:00,5809801,Sony Bill FR,0.22848676,5
1,True,15/2,8.5,CompletedRace,925653,67,Stratford,09/05/2026 18:15:00,4980009,Jackstell FR,0.2548027,3.15
6,False,11/4,3.75,CompletedRace,925892,80,Thirsk,09/05/2026 13:35:00,9424944,Love Tanya IRE,0.24199663,0
1,True,5/4F,2.25,CompletedRace,925887,80,Thirsk,09/05/2026 15:15:00,6183952,Oolong Poobong IRE,0.32261404,0
5,False,5/2,3.5,CompletedRace,925890,80,Thirsk,09/05/2026 16:25:00,7677629,What's The Plan,0.28420487,2.88
8,False,9/2,5.5,CompletedRace,925889,80,Thirsk,09/05/2026 17:00:00,6215496,Native Instinct,0.22512802,0
1,True,5/1,6,CompletedRace,925876,2,Ascot,09/04/2026 17:25:00,7534601,First Legion IRE,0.2687923,0
2,False,85/40,3.125,CompletedRace,925633,4,Bangor-on-Dee,09/04/2026 14:50:00,6640606,Thickthorn Tom IRE,0.39849252,0
5,False,3/1,4,CompletedRace,925634,4,Bangor-on-Dee,09/04/2026 15:25:00,8489903,Kiwi de Cotte FR,0.40687615,1.16
0,False,SP,,NonRunner,925638,4,Bangor-on-Dee,09/04/2026 16:00:00,8641772,I Heard A Rumour IRE,0.28640565,0
2,False,4/1,5,CompletedRace,927969,180,Down Royal,09/04/2026 17:30:00,9258970,Elyatta,0.22623296,2.48
1,True,8/13F,1.6153846153846154,CompletedRace,925983,1079,Kempton (AW),09/04/2026 18:24:00,9595363,Gilding The Lily,0.47328418,0
6,False,5/1,6,CompletedRace,925982,1079,Kempton (AW),09/04/2026 18:54:00,8304795,Fallacious Promise,0.25438702,1.12
9,False,9/4F,3.25,CompletedRace,927960,203,Kilbeggan,09/04/2026 16:42:00,8455156,Cocofred,0.26925394,2.1
0,False,4/6F,1.6666666666666665,Fell,927965,203,Kilbeggan,09/04/2026 19:15:00,5059601,My Great Mate,0.34293586,0
1,True,10/11F,1.9090909090909092,CompletedRace,925641,101,Worcester,09/04/2026 16:30:00,5884290,Dexperts Opinion IRE,0.3762492,0.88
1,True,5/4F,2.25,CompletedRace,925644,101,Worcester,09/04/2026 17:03:00,4977912,Holy Legend,0.3306378,0
1,True,5/1,6,CompletedRace,925857,23,Haydock,09/03/2026 15:17:00,9115664,Diplomata,0.25346887,1.47
1,True,5/4F,2.25,CompletedRace,925851,23,Haydock,09/03/2026 16:25:00,8295085,Hoseki IRE,0.42904213,0
3,False,3/1,4,CompletedRace,928017,211,Longchamp,09/03/2026 17:00:00,8018259,Mirik,0.28696042,3.98
3,False,9/1,10,CompletedRace,925960,1353,Newcastle (AW),09/03/2026 15:24:00,4532158,It's All About You IRE,0.26551983,5
5,False,7/4F,2.75,CompletedRace,925849,52,Salisbury,09/03/2026 17:55:00,9409953,Aleatrix,0.39343756,0.15
5,False,6/4F,2.5,CompletedRace,925978,394,Southwell (AW),09/03/2026 17:35:00,9105997,Much,0.31980908,0
1,True,7/4F,2.75,CompletedRace,925976,394,Southwell (AW),09/03/2026 18:40:00,6666854,The Third Star,0.25520438,0
6,False,7/4J,2.75,CompletedRace,925975,394,Southwell (AW),09/03/2026 19:10:00,7020553,Franschhoek,0.34552634,0
2,False,7/4F,2.75,CompletedRace,925979,394,Southwell (AW),09/03/2026 19:40:00,8973287,Korbut,0.31345892,0
2,False,9/2,5.5,CompletedRace,925830,5,Bath,09/02/2026 17:02:00,8111191,Asset GER,0.29172677,1.18
0,False,SP,,NonRunner,925947,1079,Kempton (AW),09/02/2026 17:30:00,7609891,Musical Soldier IRE,0.32788667,0
6,False,13/2,7.5,CompletedRace,925943,1079,Kempton (AW),09/02/2026 20:00:00,9286455,Raggaas,0.2578561,0
2,False,4/9F,1.4444444444444444,CompletedRace,925946,1079,Kempton (AW),09/02/2026 20:30:00,7947751,Madjid,0.45813423,0
1,True,4/11F,1.3636363636363638,CompletedRace,925818,7,Brighton,09/01/2026 16:36:00,7020185,Norfolk Blue IRE,0.25317824,0
2,False,2/1F,3,CompletedRace,925817,7,Brighton,09/01/2026 18:45:00,5118327,Serenity Dream IRE,0.25263077,0
1,True,13/2,7.5,CompletedRace,927839,184,Gowran Park,09/01/2026 16:00:00,7866002,Quinta Girl,0.2332248,1.45
1,True,11/4,3.75,CompletedRace,925825,393,Lingfield (AW),09/01/2026 16:20:00,5357886,Hope Rising IRE,0.34992537,0
5,False,5/2F,3.5,CompletedRace,925812,49,Ripon,09/01/2026 14:10:00,6425087,His Finest Hour,0.23904808,0
4,False,5/6F,1.8333333333333335,CompletedRace,925938,513,Wolverhampton (AW),09/01/2026 17:45:00,8236330,Media Legend IRE,0.31559002,0
4,False,4/1,5,CompletedRace,925937,513,Wolverhampton (AW),09/01/2026 18:20:00,8432215,Variety Act GER,0.31979442,0
